"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"East Moline","IL","41.5008673","-90.4442979","East Moline","IL","Rock Island County","East Moline, IL"
"East Naples","FL","26.1250056","-81.7677645","Naples","FL","Collier County","East Naples, FL"
"East Nassau","NY","42.5078592","-73.5065006","East Nassau","NY","Rensselaer County","East Nassau, NY"
"East Norriton","PA","40.1517741","-75.3365695","East Norriton","PA","Montgomery County","East Norriton, PA"
"East Northport","NY","40.8767647","-73.3245613","East Northport","NY","Suffolk County","East Northport, NY"
"East Palatka","FL","29.6583026","-81.5984139","East Palatka","FL","Putnam County","East Palatka, FL"
"East Palestine","OH","40.8339509","-80.5403469","East Palestine","OH","Columbiana County","East Palestine, OH"
"East Point","FL","29.7361695","-84.8880506","Eastpoint","FL","Franklin County","East Point, FL"
"East Point","GA","33.6795531","-84.4393724","East Point","GA","Fulton County","East Point, GA"
"East Providence","RI","41.8137116","-71.3700545","East Providence","RI","Providence County","East Providence, RI"
"East Saint Louis","IL","38.624514","-90.1506465","East St. Louis","IL","St. Clair County","East Saint Louis, IL"
"East Saint Louis","MO","38.624514","-90.1506465","East St. Louis","IL","St. Clair County","East Saint Louis, MO"
"East Spencer","NC","35.6818059","-80.4322801","East Spencer","NC","Rowan County","East Spencer, NC"
"East Stroudburg","PA","41.0030522","-75.1817547","East Stroudsburg","PA","Monroe County","East Stroudburg, PA"
"East Toms River","NJ","39.9510984","-74.1747465","Toms River","NJ","Ocean County","East Toms River, NJ"
"East Waterford","PA","40.3703586","-77.6047123","East Waterford","PA","Juniata County","East Waterford, PA"
"East Wenatchee","WA","47.4156824","-120.2931263","East Wenatchee","WA","Douglas County","East Wenatchee, WA"
"Eastern","KY","37.5164758","-82.8067126","Eastern","KY","Floyd County","Eastern, KY"
"Easton","CT","41.2712056","-73.2966405","Easton","CT","Fairfield County","Easton, CT"
"Easton","IL","40.2325434","-89.8426123","Easton","IL","Mason County","Easton, IL"
"Eaton","CO","40.5194046","-104.702515","Eaton","CO","Weld County","Eaton, CO"
"Eaton","NH","43.8997905","-71.0435452","Eaton","NH","Carroll County","Eaton, NH"
"Eaton Rapids","MI","42.5092039","-84.655814","Eaton Rapids","MI","Eaton County","Eaton Rapids, MI"
"Eatontown","NJ","40.2962222","-74.0509725","Eatontown","NJ","Monmouth County","Eatontown, NJ"
"Eatonville","FL","28.6183364","-81.3858914","Eatonville","FL","Orange County","Eatonville, FL"
"Eatonville","WA","46.8673263","-122.266502","Eatonville","WA","Pierce County","Eatonville, WA"
"Echo","OR","45.7423537","-119.195567","Echo","OR","Umatilla County","Echo, OR"
"Eddystone","PA","39.8601125","-75.3443561","Eddystone","PA","Delaware County","Eddystone, PA"
"Eddyville","IA","41.1605646","-92.6313031","Eddyville","IA","Wapello County","Eddyville, IA"
"Eden","TX","31.216276","-99.8456277","Eden","TX","Concho County","Eden, TX"
"Eden Prarie","MN","44.8546856","-93.470786","Eden Prairie","MN","Hennepin County","Eden Prarie, MN"
"Edgewater","CA","36.778261","-119.4179324",NA,"CA",NA,"Edgewater, CA"
"Edgewater","CO","39.7530425","-105.0641503","Edgewater","CO","Jefferson County","Edgewater, CO"
"Edgewater","IL","41.9836852","-87.6601141","Chicago","IL","Cook County","Edgewater, IL"
"Edgewood","NM","35.0614358","-106.1914141","Edgewood","NM","Santa Fe County","Edgewood, NM"
"Edgeworth","PA","40.5529158","-80.1927855","Edgeworth","PA","Allegheny County","Edgeworth, PA"
"Edmonston","MD","38.9467777","-76.9310853","Edmonston","MD","Prince George's County","Edmonston, MD"
"Edmundson","MO","38.7358844","-90.3640044","Edmundson","MO","St. Louis County","Edmundson, MO"
"Effingham","NH","43.7611873","-70.996455","Effingham","NH","Carroll County","Effingham, NH"
"Effingham City","IL","39.1200418","-88.5433829","Effingham","IL","Effingham County","Effingham City, IL"
"Egan","MN","44.8041322","-93.1668858","Eagan","MN","Dakota County","Egan, MN"
"Egg Harbor City","NJ","39.5287282","-74.6479364","Egg Harbor City","NJ","Atlantic County","Egg Harbor City, NJ"
"El Cerito","CA","37.9161326","-122.310765","El Cerrito","CA","Contra Costa County","El Cerito, CA"
"El Dorado","AK","33.207471","-92.6655716","El Dorado","AR","Union County","El Dorado, AK"
"El Lago","TX","29.5732685","-95.0429558","El Lago","TX","Harris County","El Lago, TX"
"El Macero","CA","38.5432875","-121.6881918","El Macero","CA","Yolo County","El Macero, CA"
"El Reno","OK","35.5322741","-97.9550493","El Reno","OK","Canadian County","El Reno, OK"
"Elba","AL","31.4146108","-86.0677243","Elba","AL","Coffee County","Elba, AL"
"Elberta","AL","30.4143646","-87.5977615","Elberta","AL","Baldwin County","Elberta, AL"
"Elberton","GA","34.1112226","-82.8670839","Elberton","GA","Elbert County","Elberton, GA"
"Elbow Lake","MN","45.9905556","-95.9755556","Elbow Lake","MN","Grant County","Elbow Lake, MN"
"Elburn","MI","44.3148443","-85.6023643",NA,"MI",NA,"Elburn, MI"
"Eldon","MO","38.3483636","-92.5815759","Eldon","MO","Miller County","Eldon, MO"
"Elgin","TX","30.3496528","-97.3702735","Elgin","TX","Bastrop County","Elgin, TX"
"Elida","OH","40.7886618","-84.203839","Elida","OH","Allen County","Elida, OH"
"Elizabeth","CO","39.3602662","-104.596915","Elizabeth","CO","Elbert County","Elizabeth, CO"
"Elizabeth","PA","40.2692367","-79.8897706","Elizabeth","PA","Allegheny County","Elizabeth, PA"
"Elk City","OK","35.4119944","-99.4042592","Elk City","OK","Beckham County","Elk City, OK"
"Elk Grove","IL","42.0039178","-87.9703461","Elk Grove Village","IL","Cook County","Elk Grove, IL"
"Elk Grove","PA","41.3061924","-76.406887","Elk Grove","PA","Columbia County","Elk Grove, PA"
"Elk Rapids","MI","44.8955578","-85.4164605","Elk Rapids","MI","Antrim County","Elk Rapids, MI"
"Elka Park","NY","42.1592556","-74.1573634","Elka Park","NY","Greene County","Elka Park, NY"
"Elkhorn","NE","41.2831958","-96.2368465","Omaha","NE","Douglas County","Elkhorn, NE"
"Elkins Park","PA","40.0697037","-75.1253492","Elkins Park","PA","Montgomery County","Elkins Park, PA"
"Elkridge","MD","39.1978788","-76.7625073","Elkridge","MD","Howard County","Elkridge, MD"
"Elkview","WV","38.4318841","-81.4773294","Elkview","WV","Kanawha County","Elkview, WV"
"Ellenburg","NY","44.8939294","-73.8365371","Ellenburg","NY","Clinton County","Ellenburg, NY"
"Ellenton","FL","27.521705","-82.5275963","Ellenton","FL","Manatee County","Ellenton, FL"
"Ellijay","GA","34.6948076","-84.4821498","Ellijay","GA","Gilmer County","Ellijay, GA"
"Elliston","WV","38.5976262","-80.4549026",NA,"WV",NA,"Elliston, WV"
"Ellisville","MS","31.6040538","-89.1956142","Ellisville","MS","Jones County","Ellisville, MS"
"Ellsworth","MI","45.165562","-85.2461768","Ellsworth","MI","Antrim County","Ellsworth, MI"
"Ellsworth","WI","44.7321897","-92.4874124","Ellsworth","WI","Pierce County","Ellsworth, WI"
"Elm City","NC","35.8065455","-77.863315","Elm City","NC","Wilson County","Elm City, NC"
"Elmer","NJ","39.5951147","-75.1701819","Elmer","NJ","Salem County","Elmer, NJ"
"Elmira","NV","38.8026097","-116.419389",NA,"NV",NA,"Elmira, NV"
"Elmira Heights","NY","42.1297967","-76.8207898","Elmira Heights","NY","Chemung County","Elmira Heights, NY"
"Elmore","AL","32.5387448","-86.3149712","Elmore","AL","Elmore County","Elmore, AL"
"Elmore","VT","44.5274632","-72.5187486","Elmore","VT","Lamoille County","Elmore, VT"
"Elmwood","LA","29.9565932","-90.1897975","Elmwood","LA","Jefferson Parish","Elmwood, LA"
"Elmwood Park","IL","41.9211423","-87.8092266","Elmwood Park","IL","Cook County","Elmwood Park, IL"
"Elsie","MI","43.0886392","-84.3869261","Elsie","MI","Clinton County","Elsie, MI"
"Ely","NV","39.2533328","-114.874248","Ely","NV","White Pine County","Ely, NV"
"Emerson","NJ","40.976209","-74.0262505","Emerson","NJ","Bergen County","Emerson, NJ"
"Emmetsburg","IA","43.1127427","-94.6830357","Emmetsburg","IA","Palo Alto County","Emmetsburg, IA"
"Emmitsburg","MD","39.7045417","-77.3269307","Emmitsburg","MD","Frederick County","Emmitsburg, MD"
"Emory","TX","32.874566","-95.7655183","Emory","TX","Rains County","Emory, TX"
"Enfield","NH","43.640644","-72.143983","Enfield","NH","Grafton County","Enfield, NH"
"Englewood","OH","39.8775553","-84.3021672","Englewood","OH","Montgomery County","Englewood, OH"
"Englewood Cliffs","NJ","40.8853773","-73.9523597","Englewood Cliffs","NJ","Bergen County","Englewood Cliffs, NJ"
"Englishtown","NJ","40.2973319","-74.3582041","Englishtown","NJ","Monmouth County","Englishtown, NJ"
"Ennis","TX","32.3293111","-96.6252679","Ennis","TX","Ellis County","Ennis, TX"
"Enoch","UT","37.7733096","-113.0243929","Enoch","UT","Iron County","Enoch, UT"
"Enon","OH","39.8781151","-83.9368765","Enon","OH","Clark County","Enon, OH"
"Ensley","AL","33.5116331","-86.8965344","Birmingham","AL","Jefferson County","Ensley, AL"
"Enterprise","AL","31.3151708","-85.8552161","Enterprise","AL","Coffee County","Enterprise, AL"
"Enumclaw","WA","47.2042681","-121.9915003","Enumclaw","WA","King County","Enumclaw, WA"
"Ephraim","WI","45.1563784","-87.1681659","Ephraim","WI","Door County","Ephraim, WI"
"Epping","NH","43.0534843","-71.0735476","Epping","NH","Rockingham County","Epping, NH"
"Epsom","NH","43.2249396","-71.3445677","Epsom","NH","Merrimack County","Epsom, NH"
"Erie","IL","41.6564203","-90.0792859","Erie","IL","Whiteside County","Erie, IL"
"Erie","NY","42.6974933","-78.7476208",NA,"NY","Erie County","Erie, NY"
"Erie Township","MI","41.7939829","-83.4968452","Erie","MI","Monroe County","Erie Township, MI"
"Escalon","CA","37.7974273","-120.9966033","Escalon","CA","San Joaquin County","Escalon, CA"
"Espanola","NM","35.9910383","-106.0818233","Española","NM","Rio Arriba County","Espanola, NM"
"Española","NM","35.9910383","-106.0818233","Española","NM","Rio Arriba County","Española, NM"
"Essex","MA","42.6319582","-70.7829315","Essex","MA","Essex County","Essex, MA"
"Essington","PA","39.862153","-75.2969952","Tinicum Township","PA","Delaware County","Essington, PA"
"Estacada","OR","45.2877198","-122.3351638","Estacada","OR","Clackamas County","Estacada, OR"
"Etiwanda","CA","34.1261208","-117.5236622","Rancho Cucamonga","CA","San Bernardino County","Etiwanda, CA"
"Etna","NY","42.4850723","-76.3835474","Etna","NY","Tompkins County","Etna, NY"
"Eunice","LA","30.4943669","-92.4176324","Eunice","LA","St. Landry Parish","Eunice, LA"
"Eureka","KS","37.8239167","-96.2891703","Eureka","KS","Greenwood County","Eureka, KS"
"Eureka","UT","39.9541166","-112.1202235","Eureka","UT","Juab County","Eureka, UT"
"Evans","CO","40.3763701","-104.6921874","Evans","CO","Weld County","Evans, CO"
"Evans","NY","42.6639225","-78.9966888",NA,"NY","Erie County","Evans, NY"
"Evansville","IL","38.0903289","-89.9384406","Evansville","IL","Randolph County","Evansville, IL"
"Evendale","OH","39.2561691","-84.417997","Evendale","OH","Hamilton County","Evendale, OH"
"Ewa","HI","21.3389545","-158.0119801","Ewa Beach","HI","Honolulu County","Ewa, HI"
"Exeter","PA","41.3206358","-75.8190835","Exeter","PA","Luzerne County","Exeter, PA"
"Fair Haven","MI","42.6803847","-82.6581287","Fair Haven","MI","St. Clair County","Fair Haven, MI"
"Fair Oaks","CA","38.6446264","-121.2721718","Fair Oaks","CA","Sacramento County","Fair Oaks, CA"
"Fairburn","GA","33.5670562","-84.5810418","Fairburn","GA","Fulton County","Fairburn, GA"
"Fairfield","VA","37.8792991","-79.2894783","Fairfield","VA","Rockbridge County","Fairfield, VA"
"Fairlawn","NJ","40.9403762","-74.1318096","Fair Lawn","NJ","Bergen County","Fairlawn, NJ"
"Fairlawn","OH","41.127833","-81.609844","Fairlawn","OH","Summit County","Fairlawn, OH"
"Fairmont","MN","43.6521775","-94.4610832","Fairmont","MN","Martin County","Fairmont, MN"
"Fairmont","NC","34.4968311","-79.114202","Fairmont","NC","Robeson County","Fairmont, NC"
"Fairmount","WV","39.4850848","-80.1425781","Fairmont","WV","Marion County","Fairmount, WV"
"Fairplay","CO","39.2247125","-106.0019618","Fairplay","CO","Park County","Fairplay, CO"
"Fairview","MI","44.7250797","-84.0506585","Fairview","MI","Oscoda County","Fairview, MI"
"Fairview","UT","39.626351","-111.4396325","Fairview","UT","Sanpete County","Fairview, UT"
"Fairview Township","PA","40.1775496","-76.860565",NA,"PA","York County","Fairview Township, PA"
"Fajardo","PR","18.3252148","-65.6539356","Fajardo","Fajardo","Quebrada Fajardo","Fajardo, PR"
"Falkville","AL","34.3684295","-86.908616","Falkville","AL","Morgan County","Falkville, AL"
"Fallbrook","CA","33.3764196","-117.2511466","Fallbrook","CA","San Diego County","Fallbrook, CA"
"Falls Church","MD","38.882334","-77.1710914","Falls Church","VA",NA,"Falls Church, MD"
"Falls Township","PA","40.1608295","-74.7922202",NA,"PA","Bucks County","Falls Township, PA"
"Fallsington","PA","40.1873314","-74.8187743","Fallsington","PA","Bucks County","Fallsington, PA"
"Fallston","MD","39.5145515","-76.4110732","Fallston","MD","Harford County","Fallston, MD"
"Falmouth","ME","43.7435343","-70.2601759","Falmouth","ME","Cumberland County","Falmouth, ME"
"Farifax Station","VA","38.8015452","-77.3254485","Fairfax Station","VA","Fairfax County","Farifax Station, VA"
"Farmerville","LA","32.7734728","-92.4056985","Farmerville","LA","Union Parish","Farmerville, LA"
"Farmington","AR","36.0391066","-94.2541031","Farmington","AR","Washington County","Farmington, AR"
"Farmington","MN","44.6402434","-93.1435497","Farmington","MN","Dakota County","Farmington, MN"
"Farmington","NY","42.9877521","-77.3094674",NA,"NY","Ontario County","Farmington, NY"
"Fate","TX","32.9431648","-96.3904476","Fate","TX","Rockwall County","Fate, TX"
"Fayette","AR","36.0626579","-94.1605839","Fayetteville","AR","Washington County","Fayette, AR"
"Fayette","MO","39.1458654","-92.6837943","Fayette","MO","Howard County","Fayette, MO"
"Fayette","PA","39.9272324","-79.6502105",NA,"PA","Fayette County","Fayette, PA"
"Federal Heights","CO","39.8598956","-105.0160712","Federal Heights","CO","Adams County","Federal Heights, CO"
"Feeding Hills","MA","42.067082","-72.6777225","Agawam","MA","Hampden County","Feeding Hills, MA"
"Fenton","MO","38.5126456","-90.4429881","Fenton","MO","St. Louis County","Fenton, MO"
"Fenwick Island","DE","38.4623346","-75.0512922","Fenwick Island","DE","Sussex County","Fenwick Island, DE"
"Ferndale","CA","40.5762406","-124.2639442","Ferndale","CA","Humboldt County","Ferndale, CA"
"Fernley","NV","39.6079683","-119.2518349","Fernley","NV","Lyon County","Fernley, NV"
"Fife Lake","MI","44.5769496","-85.3506136","Fife Lake","MI","Grand Traverse County","Fife Lake, MI"
"Fillmore","CA","34.3991639","-118.918154","Fillmore","CA","Ventura County","Fillmore, CA"
"Filmore","NY","42.4661754","-78.115008","Fillmore","NY","Allegany County","Filmore, NY"
"Finley","ND","47.5141578","-97.8359252","Finley","ND","Steele County","Finley, ND"
"Fishers Island","NY","41.2554038","-72.033534","Fishers Island","NY","Suffolk County","Fishers Island, NY"
"Fishtrap","WA","47.3884949","-117.8307749","Fishtrap","WA","Lincoln County","Fishtrap, WA"
"Fiskdale","MA","42.1162056","-72.11341","Sturbridge","MA","Worcester County","Fiskdale, MA"
"Five Towns","NY","40.7127753","-74.0059728","New York","NY",NA,"Five Towns, NY"
"Flagstaff",NA,"35.1982836","-111.651302","Flagstaff","AZ","Coconino County","Flagstaff, NA"
"Flandreau","SD","44.0494154","-96.595324","Flandreau","SD","Moody County","Flandreau, SD"
"Flemingsburg","KY","38.4222995","-83.7338076","Flemingsburg","KY","Fleming County","Flemingsburg, KY"
"Floodwood","MN","46.9291095","-92.9196483","Floodwood","MN","St. Louis County","Floodwood, MN"
"Floral City","FL","28.7499876","-82.2967581","Floral City","FL","Citrus County","Floral City, FL"
"Florence","CO","38.3902777","-105.1185988","Florence","CO","Fremont County","Florence, CO"
"Florida","NY","41.3317606","-74.35682","Florida","NY","Orange County","Florida, NY"
"Florrisant","MO","38.7939732","-90.3136781",NA,"MO","St. Louis County","Florrisant, MO"
"Flossmor","IL","41.5428123","-87.6847684","Flossmoor","IL","Cook County","Flossmor, IL"
"Flourtown","PA","40.1030433","-75.2041164","Flourtown","PA","Montgomery County","Flourtown, PA"
"Flushing Township","MI","43.107465","-83.8685072","Flushing Township","MI","Genesee County","Flushing Township, MI"
"Folcroft","PA","39.890946","-75.2837964","Folcroft","PA","Delaware County","Folcroft, PA"
"Foley","AL","30.4065868","-87.6835974","Foley","AL","Baldwin County","Foley, AL"
"Folsom","PA","39.8898346","-75.3251882","Folsom","PA","Delaware County","Folsom, PA"
"Fond Du Lac","WI","43.7730448","-88.4470508","Fond du Lac","WI","Fond du Lac County","Fond Du Lac, WI"
"Ford Mill","SC","35.0073697","-80.9450759","Fort Mill","SC","York County","Ford Mill, SC"
"Ford Wayne","IN","41.079273","-85.1393513","Fort Wayne","IN","Allen County","Ford Wayne, IN"
"Fordham","NY","40.8592667","-73.8984694",NA,"NY","Bronx County","Fordham, NY"
"Forest","VA","37.3637534","-79.289749","Forest","VA","Bedford County","Forest, VA"
"Forest City","IA","43.2624685","-93.6371937","Forest City","IA","Winnebago County","Forest City, IA"
"Forest Hills","PA","40.4197911","-79.8500487","Forest Hills","PA","Allegheny County","Forest Hills, PA"
"Forest Park","GA","33.6220542","-84.3690918","Forest Park","GA","Clayton County","Forest Park, GA"
"Forest Park","IL","41.8794758","-87.81367","Forest Park","IL","Cook County","Forest Park, IL"
"Forest Park","OH","39.2903353","-84.5041108","Forest Park","OH","Hamilton County","Forest Park, OH"
"Forestburgh","NY","41.5732697","-74.7256565","Forestburgh","NY","Sullivan County","Forestburgh, NY"
"Forestville","MD","38.8451131","-76.8749722","Forestville","MD","Prince George's County","Forestville, MD"
